ALGERIA|-0.292608831137512|0.485195654494063
ARGENTINA|-0.131606412169758|-0.485158236542464
BRAZIL|-0.24691655249876|-0.373168874130097
CANADA|-0.0767277148128108|0.260854419611907
CHINA|0.0646384967216345|-0.120290119582221
EGYPT|-0.0567872061438119|-0.240858413671403
ETHIOPIA|5.59854948230934|-0.398315433390718
FRANCE|-2.41501293024892|-0.715325248121912
GERMANY|-0.133275717780696|-0.557202919333774
INDIA|-0.115966545969186|-0.583704722190676
INDONESIA|1.66493420936393|0.397036256442402
IRAN|-0.584683458000208|0.872368978210968
IRAQ|-0.177317888365416|-0.122814100725281
JAPAN|0.733093244847658|2.65371620151384
JORDAN|0.0578637565305693|0.217219797741678
KENYA|-0.393884187446202|1.02332046622552
MOROCCO|-0.0110952746696539|-0.336111130050237
MOZAMBIQUE|0.0092190586314571|0.194039823906631
PERU|0.116310127690558|-0.315266425693851
ROMANIA|0.818084381462728|-0.787680088630017
RUSSIA|-0.506260851628562|0.906653943343694
SAUDI ARABIA|-0.250577125428208|0.186643475387812
UNITED KINGDOM|-0.0325895252333995|-0.45882148270338
UNITED STATES|-0.294550927938739|-0.0242117719975909
VIETNAM|0.103189703021289|0.0892739343851161
